time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,ankle_angle_l,ankle_angle_l_id,
0.225,5.58558,6.45271,-0.48432,-1.55441,-1.1573,-3.0514,-1.28945,-3.40132,-11.2077,-10.6919,5.33504,5.45723,14.0593,12.71,-3.82463,-1.76772,-1.60057,12.1928,-25.709,-24.934,
0.23,5.58943,6.4057,-0.380248,-1.47675,-1.14966,-3.04446,-0.828691,-3.42136,-11.1121,-10.6843,5.18752,5.3511,14.5492,12.8527,-3.94531,-1.77402,0.136405,12.2707,-25.8135,-24.9715,
0.235,5.56396,6.3929,-0.386642,-1.42492,-1.1332,-3.03871,-0.183377,-3.47454,-11.3523,-10.6572,4.00095,5.27249,14.3668,12.9726,-3.80114,-1.78152,0.0252053,12.3234,-26.5435,-25.0043,
0.24,5.55465,6.39991,-0.682283,-1.36893,-1.09474,-3.0345,0.417395,-3.54183,-11.5544,-10.6168,3.79036,5.21704,14.4564,13.0634,-3.94142,-1.78859,-0.262231,12.3501,-26.4449,-25.0296,
0.245,5.49068,6.38782,-0.848836,-1.28816,-1.06726,-3.03078,0.816672,-3.59929,-11.5529,-10.5655,2.86819,5.18433,14.1396,13.1331,-3.86128,-1.79391,-0.397009,12.355,-26.7898,-25.0486,
0.25,5.53445,6.33405,-1.59503,-1.18639,-1.02067,-3.03037,1.29129,-3.63899,-11.7224,-10.5008,2.66778,5.17651,13.8454,13.1846,-4.00339,-1.79902,-0.591842,12.338,-26.1055,-25.0608,
0.255,5.43742,6.24566,-1.89026,-1.08255,-0.990493,-3.03619,1.27228,-3.66979,-11.5034,-10.4184,1.82181,5.18356,13.3206,13.2223,-3.90817,-1.80463,-0.693299,12.3037,-26.2605,-25.0634,
0.26,5.55273,6.12842,-2.79496,-0.99776,-0.962117,-3.04678,1.84304,-3.69785,-11.4789,-10.319,1.6401,5.18615,12.7691,13.2337,-4.00625,-1.80988,-0.709956,12.2556,-26.0797,-25.0531,
0.265,5.51834,5.97424,-2.03295,-0.941101,-0.984557,-3.05564,0.761898,-3.71485,-11.7548,-10.2145,2.61486,5.15279,14.0416,13.2042,-4.19749,-1.81503,-1.37063,12.2035,-26.334,-25.0299,
0.27,5.8127,5.78827,-1.8258,-0.925361,-1.03162,-3.05883,-1.90236,-3.72004,-11.4343,-10.1177,3.15687,5.07703,14.7101,13.1495,-4.35221,-1.82272,-4.833,12.1561,-25.9462,-24.9922,
0.275,5.75902,5.59093,-0.380773,-0.956076,-1.10212,-3.05505,0.098287,-3.7169,-11.6749,-10.0412,4.51072,4.95511,16.8313,13.1069,-4.56113,-1.83402,-0.93,12.1315,-26.3748,-24.9461,
0.28,5.75885,5.41655,-0.442946,-1.04215,-1.09345,-3.04589,-2.19319,-3.71966,-11.4117,-9.98873,4.55022,4.77595,17.2056,13.1012,-4.59626,-1.84986,-1.78996,12.1469,-25.9006,-24.8996,
0.285,5.49227,5.27826,-0.072854,-1.18164,-1.09044,-3.03285,-0.635829,-3.73297,-11.1908,-9.96074,4.80744,4.54183,17.9168,13.1426,-4.60747,-1.86898,-2.00378,12.2071,-26.0703,-24.857,
0.29,5.40054,5.17376,-0.771351,-1.34968,-1.0446,-3.01835,0.0287703,-3.74816,-10.9701,-9.95734,4.2471,4.2814,17.3235,13.2255,-4.52263,-1.89143,-0.580217,12.2963,-25.571,-24.8134,
0.295,5.12538,5.0955,-0.735679,-1.51922,-1.04033,-3.00275,0.886457,-3.75518,-10.7327,-9.97477,3.5903,4.03324,16.94,13.3429,-4.32348,-1.91972,0.606802,12.3938,-25.6393,-24.7631,
0.3,5.05102,5.03252,-1.54751,-1.6694,-0.999273,-2.9876,-0.404564,-3.74578,-10.4842,-10.0059,3.39463,3.8213,16.1985,13.4686,-4.31284,-1.95586,1.18719,12.4797,-25.0579,-24.7023,
0.305,4.94421,4.97781,-1.65327,-1.78333,-1.00576,-2.97596,0.252292,-3.71673,-10.4058,-10.0406,2.70712,3.65157,15.5399,13.5687,-4.09508,-1.99565,-2.14208,12.541,-25.3878,-24.6302,
0.31,4.88316,4.93264,-2.5077,-1.85169,-0.953394,-2.97133,0.742382,-3.66992,-10.1151,-10.0724,2.81887,3.51464,14.8389,13.6222,-4.14587,-2.03198,0.727745,12.5779,-24.872,-24.5531,
0.315,4.24364,4.89089,-2.70451,-1.89064,-0.904737,-2.97512,1.73101,-3.61393,-10.5402,-10.0937,0.312266,3.38543,12.9206,13.6344,-3.53368,-2.05822,0.969862,12.6086,-25.1859,-24.4833,
0.32,4.2896,4.84779,-3.66274,-1.92075,-0.862314,-2.98649,0.413875,-3.55948,-10.3144,-10.0959,1.06915,3.25671,12.412,13.6109,-3.71136,-2.07565,1.0136,12.6369,-25.4016,-24.4206,
0.325,4.32968,4.80679,-2.82216,-1.95821,-0.941185,-3.00067,0.894888,-3.51603,-10.7123,-10.0752,2.75341,3.13748,13.632,13.5617,-4.00213,-2.08754,-2.38484,12.6618,-25.4904,-24.3646,
0.33,4.71248,4.7604,-2.60619,-1.99531,-0.988965,-3.0133,1.16394,-3.47761,-10.4458,-10.0358,3.56817,3.03552,14.2952,13.5097,-4.15673,-2.09612,0.371587,12.6895,-25.3439,-24.3189,
0.335,4.65912,4.69243,-1.9653,-2.01453,-1.01766,-3.02216,1.83665,-3.43155,-10.4982,-9.98131,4.14134,2.93847,15.2461,13.4825,-4.23974,-2.10403,0.616946,12.7367,-25.3113,-24.2892,
0.34,4.76505,4.596,-1.98716,-2.0118,-1.0212,-3.02516,2.28699,-3.37426,-10.487,-9.91318,3.76345,2.83002,15.2925,13.4992,-4.15664,-2.11566,0.780582,12.8143,-25.3689,-24.2744,
0.345,4.5556,4.46406,-1.9783,-1.99138,-0.999652,-3.02104,1.94632,-3.30321,-10.5448,-9.8363,2.20313,2.69353,14.4869,13.5642,-3.8255,-2.13121,0.834703,12.9241,-25.3096,-24.2649,
0.35,4.49859,4.28799,-2.96883,-1.95542,-0.918189,-3.01102,2.70635,-3.21499,-10.682,-9.75517,1.80929,2.52985,13.8415,13.6599,-3.8151,-2.15191,0.710773,13.0507,-25.0242,-24.2454,
0.355,4.14299,4.06712,-2.69684,-1.89505,-0.916386,-2.99459,1.18965,-3.10291,-10.7451,-9.67759,1.19355,2.34952,13.5879,13.764,-3.70996,-2.17938,0.509866,13.1784,-24.7625,-24.2092,
0.36,4.45052,3.81972,-3.08563,-1.81252,-0.928046,-2.97267,1.53049,-2.97209,-10.4976,-9.60618,1.34608,2.16965,13.7455,13.8663,-3.81383,-2.20952,-0.306203,13.2967,-24.6575,-24.1568,
0.365,4.65532,3.57354,-2.10672,-1.74117,-1.01262,-2.95141,1.41518,-2.84523,-10.5415,-9.53658,2.90092,2.00063,15.6344,13.9577,-4.15711,-2.23633,0.794919,13.3997,-24.9397,-24.0911,
0.37,4.91367,3.37067,-2.30005,-1.70088,-1.01532,-2.93565,2.14559,-2.74416,-10.4195,-9.4695,3.1206,1.84226,16.2893,14.0346,-4.29389,-2.25748,1.6661,13.4875,-24.6316,-24.0162,
0.375,4.08355,3.22832,-0.908352,-1.68356,-1.08253,-2.92477,2.42098,-2.67206,-10.2279,-9.40742,2.79737,1.69134,17.2246,14.1154,-4.2522,-2.27246,1.78131,13.5698,-23.9613,-23.9392,
0.38,4.3413,3.12382,-0.977518,-1.68891,-1.1505,-2.91882,0.620002,-2.62026,-9.81492,-9.35216,2.42961,1.54554,17.4155,14.2193,-4.22599,-2.28379,1.83333,13.6576,-23.8371,-23.8699,
0.385,4.43857,3.02272,-1.42221,-1.7119,-1.10198,-2.91836,1.06293,-2.57456,-9.77232,-9.30377,2.33387,1.38942,17.5383,14.36,-4.2455,-2.29165,-1.34029,13.766,-24.3683,-23.8185,
0.39,4.52482,2.91631,-1.97398,-1.73911,-1.05512,-2.92027,1.117,-2.52778,-9.69326,-9.26228,2.22343,1.22267,17.4922,14.5386,-4.27916,-2.29576,1.10296,13.8954,-24.3209,-23.7847,
0.395,4.32564,2.8178,-2.29538,-1.75175,-0.999677,-2.92272,1.49672,-2.4784,-9.58942,-9.22861,1.85296,1.06775,17.1926,14.7259,-4.24077,-2.3005,0.912482,14.0182,-24.1746,-23.75,
0.4,4.15604,2.72763,-1.46602,-1.74036,-1.06798,-2.92442,-0.187667,-2.42252,-9.78937,-9.20442,2.61381,0.936286,18.1549,14.8919,-4.38963,-2.3123,0.549841,14.1137,-24.2353,-23.7017,
