time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,knee_adduction_r,knee_adduction_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,knee_adduction_l,knee_adduction_l_id,ankle_angle_l,ankle_angle_l_id,
0.97,-20.7805,-18.6194,10.9417,8.06243,-6.89885,-2.68553,24.199,26.9044,-0.955343,-2.64831,-5.35176,-5.55477,-23.0669,-17.0315,30.5566,30.3159,-2.04506,-9.74259,4.0773,13.0932,0.20969,14.6543,-16.9528,-21.8879,
0.975,-20.5921,-19.2757,11.1284,8.7086,-6.88861,-2.89502,26.2141,27.6528,-0.72738,-2.37455,-5.33318,-5.5053,-23.2003,-17.0739,31.1424,30.5675,-2.15041,-10.0251,3.92765,14.0323,0.231162,14.8038,-16.9805,-22.0006,
0.98,-20.8962,-20.0715,10.7356,9.28024,-6.62578,-3.08041,28.2852,28.3049,-0.48509,-2.12984,-5.26761,-5.45397,-24.1907,-16.8749,30.8671,30.7998,-1.78449,-10.3548,3.77203,15.1901,0.255744,15.0569,-16.9656,-22.1576,
0.985,-21.3038,-20.9982,10.5742,9.74938,-6.53803,-3.23085,30.269,28.8326,-0.293103,-1.92988,-5.28388,-5.39747,-25.0199,-16.4985,31.0009,31.0403,-1.58494,-10.7327,3.61127,16.5457,0.283093,15.4086,-16.9506,-22.3635,
0.99,-21.6547,-22.0045,10.67,10.1082,-6.56271,-3.34333,34.7273,29.2604,-1.00318,-1.77661,-5.34098,-5.32986,-25.8589,-16.0517,31.7258,31.3127,-1.54111,-11.1476,3.20634,18.0179,0.372314,15.8341,-16.9463,-22.6112,
0.995,-22.0566,-23.0144,10.7866,10.3875,-6.55743,-3.43295,29.8813,29.6517,1.23204,-1.64677,-5.39397,-5.25379,-25.4791,-15.6431,31.9364,31.6439,-1.60328,-11.5889,3.67555,19.4953,0.242335,16.3065,-16.9457,-22.8862,
1,-22.2927,-23.9721,11.3389,10.6237,-6.72406,-3.51554,31.3008,30.0658,1.27413,-1.51782,-5.53724,-5.18086,-25.6695,-15.3486,33.0895,32.0663,-1.79013,-12.0534,3.51799,20.879,0.268018,16.8105,-16.9595,-23.174,
1.005,-22.7751,-24.8351,11.2352,10.8151,-6.49981,-3.59374,32.4692,30.5552,1.33062,-1.39037,-5.55574,-5.11181,-26.7597,-15.2182,33.1448,32.6046,-1.44653,-12.5386,3.36247,22.1032,0.289345,17.3326,-16.9484,-23.4552,
1.01,-23.2462,-25.5597,11.378,10.9526,-6.44505,-3.67325,33.4525,31.1595,1.33353,-1.26295,-5.62587,-5.04044,-27.5791,-15.2731,33.867,33.2503,-1.34204,-13.0366,3.21265,23.1291,0.306198,17.8552,-16.946,-23.7125,
1.015,-23.4303,-26.1258,11.8552,11.0246,-6.52408,-3.75694,34.2743,31.8881,1.30815,-1.13882,-5.72649,-4.95676,-28.1425,-15.5233,35.035,33.9567,-1.38965,-13.5317,3.06956,23.9524,0.318788,18.3505,-16.9601,-23.9292,
1.02,-23.6049,-26.5365,12.1804,11.0335,-6.50688,-3.84967,35.0099,32.7108,1.28002,-1.01726,-5.82398,-4.8494,-28.9469,-15.9646,36.0161,34.7015,-1.32107,-14.0204,2.93312,24.6046,0.328349,18.8132,-16.9775,-24.1082,
1.025,-23.6702,-26.8018,12.6644,11.0032,-6.60379,-3.96252,35.757,33.5669,1.23421,-0.881532,-5.9529,-4.71164,-29.7382,-16.5712,37.2542,35.4825,-1.35211,-14.5081,2.80461,25.1604,0.3365,19.2546,-17.003,-24.2723,
1.03,-23.6416,-26.9533,12.9559,10.982,-6.59522,-4.10444,36.5692,34.3846,1.21018,-0.70817,-6.03203,-4.54743,-30.737,-17.3081,38.3371,36.2724,-1.2849,-14.9891,2.68393,25.6964,0.345113,19.6738,-17.0304,-24.4444,
1.035,-23.8999,-27.0431,11.8182,11.014,-6.50288,-4.27426,37.4602,35.1068,1.2128,-0.488231,-6.07027,-4.36704,-33.2016,-18.1468,38.7541,36.9768,-1.29951,-15.4306,2.5708,26.234,0.355806,20.0302,-17.0495,-24.6241,
1.04,-23.3536,-27.1112,14.4763,11.1106,-6.40719,-4.46757,38.4304,35.7052,1.24043,-0.227019,-6.06793,-4.1812,-32.1212,-19.0515,40.1006,37.4473,-0.384669,-15.7802,2.46598,26.7387,0.370129,20.2549,-17.0635,-24.7861,
1.045,-23.8115,-27.174,13.1909,11.2763,-6.15737,-4.6858,39.4609,36.1991,1.31198,0.0727177,-5.99968,-3.99963,-35.2137,-19.977,39.7801,37.5707,-0.118417,-15.9953,2.36813,27.1448,0.389838,20.2927,-17.066,-24.8994,
1.05,-24.0451,-27.2561,12.8937,11.5032,-6.05871,-4.92165,40.5345,36.6268,1.35395,0.394045,-5.98797,-3.82611,-36.3408,-20.8697,40.4046,37.336,0.328197,-16.0682,2.27864,27.3928,0.415287,20.1381,-17.0774,-24.9386,
1.055,-24.3081,-27.3863,12.8778,11.789,-6.00699,-5.17083,41.5634,37.0189,1.38309,0.726897,-5.99379,-3.66576,-38.4921,-21.6947,40.3249,36.8315,0.745499,-16.0334,2.19772,27.4455,0.446646,19.84,-17.0809,-24.9009,
1.06,-25.8234,-27.5888,12.1711,12.1377,-6.15298,-5.43029,42.4945,37.3918,1.41056,1.06721,-5.98404,-3.52595,-40.2965,-22.4305,39.938,36.1752,1.461,-15.9389,2.12641,27.3078,0.483161,19.4638,-17.0686,-24.7974,
1.065,-23.2066,-27.8821,13.2102,12.5553,-5.27297,-5.69658,43.2959,37.7544,1.4136,1.4149,-5.99721,-3.41812,-42.5514,-23.0446,39.2804,35.4941,2.02507,-15.842,2.06536,27.0488,0.523328,19.0893,-17.0503,-24.6559,
1.07,-24.9239,-28.2863,12.5538,13.0215,-5.52475,-5.95473,43.9318,38.1,1.39111,1.75384,-6.01334,-3.35294,-44.2584,-23.5079,38.7697,34.8957,2.61076,-15.7946,2.01436,26.8028,0.56542,18.7875,-17.0297,-24.5146,
1.075,-24.796,-28.7889,12.6844,13.499,-5.30018,-6.19192,44.3685,38.4121,1.34649,2.06856,-6.02004,-3.33149,-46.0335,-23.8205,38.1285,34.4415,3.09668,-15.8267,1.9727,26.7082,0.607942,18.5978,-17.0073,-24.4166,
1.08,-25.3548,-29.3366,12.5897,13.9306,-5.2822,-6.39774,44.5946,38.6806,1.26841,2.34211,-6.03652,-3.33771,-47.3103,-24.0177,37.6947,34.1496,3.51392,-15.9426,1.93868,26.8549,0.650342,18.5234,-16.9883,-24.3782,
1.085,-25.2004,-29.8689,12.9843,14.2639,-5.19317,-6.56621,44.6373,38.9144,1.1447,2.55889,-6.09111,-3.3461,-48.273,-24.1647,37.5065,34.0119,3.70286,-16.124,1.90912,27.2234,0.693747,18.5387,-16.9802,-24.3972,
1.09,-25.6026,-30.3546,13.1673,14.4972,-5.26317,-6.7017,44.5327,39.1439,0.997437,2.72126,-6.14542,-3.3426,-48.8194,-24.3229,37.4663,34.0163,3.79451,-16.351,1.8798,27.7172,0.74111,18.6175,-16.9802,-24.4633,
1.095,-25.6043,-30.7913,13.4514,14.6454,-5.17862,-6.80653,44.3151,39.4207,0.843338,2.83254,-6.18245,-3.31748,-49.1209,-24.5293,37.3944,34.1508,3.80934,-16.6122,1.84458,28.2395,0.797744,18.7415,-16.9844,-24.5613,
1.1,-25.9011,-31.1896,13.6769,14.7372,-5.23423,-6.8903,44.0488,39.8011,0.67993,2.90596,-6.2246,-3.26798,-48.9633,-24.7729,37.5471,34.4071,3.65015,-16.9134,1.79678,28.7381,0.869542,18.9125,-16.9995,-24.6712,
1.105,-26.0873,-31.5464,13.9276,14.7871,-5.24636,-6.96253,43.7883,40.3293,0.521462,2.95288,-6.25736,-3.19356,-48.4455,-25.025,37.7796,34.7746,3.35596,-17.2719,1.73067,29.1909,0.962232,19.1442,-17.0234,-24.7717,
1.11,-26.3796,-31.848,14.07,14.7943,-5.28856,-7.02837,43.5926,41.0334,0.377771,2.97887,-6.27818,-3.08985,-47.5872,-25.2754,38.0844,35.2131,2.94087,-17.683,1.64239,29.5779,1.07999,19.4262,-17.0576,-24.8409,
1.115,-26.7133,-32.0931,14.1862,14.754,-5.32755,-7.08627,43.5214,41.9015,0.256891,2.98374,-6.27791,-2.95863,-46.3885,-25.5179,38.4754,35.6539,2.36617,-18.1186,1.53286,29.8844,1.22342,19.7282,-17.1017,-24.8661,
1.12,-27.101,-32.3031,14.2096,14.6738,-5.3597,-7.13021,43.6186,42.8646,0.172272,2.97021,-6.26893,-2.81563,-44.9542,-25.7522,38.8567,36.0324,1.73849,-18.5481,1.40467,30.1174,1.39097,20.0201,-17.156,-24.8557,
1.125,-27.6265,-32.5141,13.9495,14.5722,-5.31993,-7.15461,43.9192,43.8272,0.132684,2.94415,-6.22867,-2.68228,-43.4699,-25.9779,39.044,36.3131,1.11204,-18.9496,1.26432,30.3081,1.57751,20.2846,-17.2146,-24.8288,
1.13,-28.2199,-32.7465,13.5405,14.4786,-5.23178,-7.1667,44.4292,44.7044,0.129827,2.92191,-6.1896,-2.57285,-41.9815,-26.1918,39.1002,36.4827,0.505338,-19.3111,1.12189,30.4727,1.77068,20.515,-17.2782,-24.8025,
1.135,-28.6422,-32.9953,13.5348,14.4031,-5.31792,-7.17299,45.1217,45.4394,0.123472,2.91371,-6.20577,-2.49566,-40.478,-26.4012,39.1696,36.5008,-0.193612,-19.609,0.989052,30.5859,1.95444,20.6852,-17.3534,-24.77,
1.14,-29.2218,-33.2483,12.973,14.3662,-5.16402,-7.18993,45.9588,46.0027,0.180496,2.93851,-6.18014,-2.45876,-39.5366,-26.6182,38.4302,36.3194,-0.497346,-19.8116,0.880561,30.595,2.10693,20.7594,-17.4122,-24.714,
1.145,-29.9667,-33.4932,12.2216,14.3883,-5.01096,-7.23603,46.9091,46.4033,0.265574,3.01231,-6.15716,-2.45779,-38.449,-26.8326,37.5578,35.9504,-0.884122,-19.9176,0.679982,30.4467,2.38333,20.7406,-17.4765,-24.628,
1.15,-30.5968,-33.7295,11.4547,14.4647,-4.77814,-7.31183,47.9083,46.6848,0.379013,3.12956,-6.10984,-2.48145,-37.4971,-27.013,36.7238,35.4617,-1.17136,-19.9579,0.515652,30.1336,2.6066,20.6678,-17.5461,-24.5139,
1.155,-31.033,-33.9504,10.9334,14.5812,-4.61038,-7.41082,48.8878,46.8967,0.492508,3.28026,-6.07125,-2.5257,-36.5951,-27.1215,36.2223,34.9397,-1.44093,-19.982,0.400429,29.6925,2.75862,20.5974,-17.6319,-24.3882,
1.16,-31.2882,-34.1564,10.6247,14.7173,-4.43817,-7.52168,49.7559,47.0777,0.593971,3.44977,-6.05659,-2.58464,-35.7243,-27.1373,35.8263,34.45,-1.611,-20.0328,0.274834,29.2181,2.91604,20.575,-17.7273,-24.2767,
1.165,-31.3915,-34.3578,10.4669,14.8579,-4.25506,-7.63898,50.4284,47.2558,0.692626,3.63057,-6.06025,-2.65829,-35.0516,-27.0577,35.476,34.0431,-1.65782,-20.1434,0.16641,28.8644,3.04008,20.6344,-17.8246,-24.2097,
1.17,-31.4503,-34.5656,10.5159,14.9991,-4.14767,-7.76067,50.8464,47.4587,0.768379,3.81937,-6.13999,-2.74769,-39.0836,-26.9178,36.687,33.7573,-0.972755,-20.3399,1.93398,28.783,0.670248,20.8002,-17.929,-24.2258,
1.175,-31.4781,-34.7941,10.7787,15.1288,-4.19646,-7.87804,51.0493,47.7018,0.811664,4.00536,-6.21115,-2.85168,-27.2302,-26.7834,33.3269,33.6126,-2.6866,-20.6302,-2.7879,29.068,6.85539,21.0783,-18.0577,-24.3512,
1.18,-31.7235,-35.0384,10.744,15.2298,-4.01645,-7.98003,50.9569,47.979,0.837006,4.17774,-6.31797,-2.96829,-33.3535,-26.7377,34.8299,33.5835,-1.54166,-20.9835,-0.331249,29.701,3.55922,21.4329,-18.1614,-24.582,
1.185,-32.1291,-35.2756,10.6783,15.2926,-3.79168,-8.06363,50.6155,48.2601,0.821742,4.3366,-6.47097,-3.0972,-32.839,-26.8525,34.041,33.5976,-1.25666,-21.3397,-0.732864,30.5551,4.01216,21.797,-18.2597,-24.8901,
1.19,-32.4011,-35.4847,11.0123,15.3135,-3.66595,-8.13026,50.1506,48.5134,0.722716,4.48487,-6.67915,-3.23659,-33.4002,-27.1511,34.0991,33.5762,-0.878246,-21.6483,-0.663424,31.4605,3.84044,22.1135,-18.3867,-25.2361,
1.195,-32.5374,-35.6594,11.3496,15.3157,-3.36556,-8.19308,49.6129,48.7142,0.573382,4.63873,-6.88156,-3.39083,-33.6838,-27.5977,33.8707,33.486,-0.38449,-21.8966,-0.804646,32.2641,3.93867,22.3681,-18.5037,-25.5896,
1.2,-32.6242,-35.805,11.7796,15.3274,-3.05839,-8.26655,49.1101,48.8482,0.421363,4.81471,-7.05901,-3.56801,-34.1878,-28.1331,33.7729,33.325,0.196357,-22.0897,-0.899829,32.8714,3.9769,22.5678,-18.6246,-25.932,
1.205,-32.6268,-35.9046,12.2647,15.3528,-2.81147,-8.35766,48.7522,48.9323,0.31824,5.01843,-7.21892,-3.76868,-34.7772,-28.6944,33.7853,33.0921,0.816896,-22.2327,-0.979715,33.2548,3.99969,22.7177,-18.7682,-26.2521,
1.21,-32.5664,-35.9199,12.766,15.3866,-2.59984,-8.47592,48.6392,49.0237,0.266385,5.2556,-7.34513,-3.98615,-35.4267,-29.2269,33.922,32.7877,1.42276,-22.3338,-1.03909,33.4307,4.0035,22.8257,-18.9358,-26.551,
1.215,-32.4559,-35.8169,13.0969,15.419,-2.30891,-8.62747,48.7822,49.2014,0.288999,5.52674,-7.42393,-4.20796,-36.3223,-29.6645,33.7472,32.4201,2.17928,-22.4158,-1.0776,33.4682,3.99114,22.9131,-19.1003,-26.8298,
1.22,-32.3724,-35.5818,13.2754,15.4352,-1.94372,-8.81078,49.2122,49.5331,0.36134,5.82445,-7.52808,-4.41964,-37.4334,-29.9519,33.3243,32.0132,3.03801,-22.5081,-1.0943,33.4663,3.96353,23.0087,-19.2609,-27.0975,
1.225,-31.596,-35.2388,15.2731,15.4218,-2.41928,-9.00897,50.1748,50.0328,0.374946,6.13079,-7.74969,-4.614,-41.3159,-30.0641,33.502,31.6021,6.16866,-22.6372,-1.08949,33.5181,3.92153,23.14,-19.6093,-27.3652,
1.23,-31.5465,-34.8358,14.2611,15.3812,-1.52769,-9.20125,51.2932,50.6591,0.610684,6.42835,-7.70636,-4.79149,-41.4182,-30.026,32.684,31.1988,6.24998,-22.8018,-1.06553,33.6629,3.86884,23.3058,-19.7276,-27.6388,
1.235,-31.6316,-34.4233,13.8559,15.3235,-1.0764,-9.37939,52.5733,51.3358,0.856593,6.71299,-7.77813,-4.96294,-40.0366,-29.9045,33.3824,30.7805,5.12552,-22.9676,-1.02963,33.8597,3.81348,23.4699,-19.8621,-27.9143,
1.24,-31.464,-34.0505,13.9585,15.2526,-0.877113,-9.53905,54.0974,51.9861,1.12919,6.98198,-7.86251,-5.12917,-40.7818,-29.7649,33.3246,30.3205,5.6747,-23.1045,-0.989998,34.0398,3.76559,23.5994,-20.0374,-28.1722,
1.245,-31.8825,-33.7777,14.2224,15.1838,-0.610453,-9.68256,56.0407,52.553,1.13437,7.23667,-7.92874,-5.2898,-41.4571,-29.6707,33.2356,29.8184,6.21785,-23.1974,-0.95414,34.1393,3.73512,23.6775,-20.2278,-28.3964,
1.25,-30.1365,-33.6611,13.7267,15.1375,-0.649204,-9.81391,57.2078,53.0156,2.25163,7.47913,-7.98477,-5.44941,-42.189,-29.671,32.9612,29.3108,6.79105,-23.2605,-0.926438,34.1289,3.72897,23.7201,-20.4201,-28.5928,
1.255,-30.9993,-33.7336,13.8504,15.1234,-0.388315,-9.93791,59.5957,53.4025,2.30879,7.71122,-8.03787,-5.60979,-42.9711,-29.7844,32.5919,28.8485,7.36572,-23.3268,-0.907835,34.0385,3.75059,23.7637,-20.6165,-28.7728,
1.26,-30.3301,-33.9827,13.5685,15.1421,-0.411572,-10.0624,60.5814,53.784,2.87512,7.93846,-8.10141,-5.77275,-43.7553,-30.0134,32.2489,28.4821,7.91787,-23.4331,-0.89658,33.937,3.79949,23.8491,-20.8288,-28.9611,
1.265,-30.7183,-34.36,13.671,15.1808,-0.390936,-10.1877,61.7256,54.241,2.91223,8.16008,-8.17277,-5.93549,-44.5033,-30.338,32.0505,28.226,8.41929,-23.6005,-0.888555,33.9227,3.87252,23.9982,-21.0689,-29.1772,
1.27,-30.5604,-34.8064,13.6991,15.2126,-0.502108,-10.3051,62.9939,54.8291,3.38213,8.36675,-8.25182,-6.09519,-45.2513,-30.7271,31.9285,28.0556,8.90328,-23.8235,-0.879743,34.0805,3.96563,24.2038,-21.3315,-29.4269,
1.275,-30.7481,-35.26,13.7809,15.21,-0.5812,-10.4017,63.884,55.5586,3.59592,8.54651,-8.31913,-6.25513,-46.0287,-31.1495,31.7891,27.9262,9.39477,-24.0768,-0.869297,34.432,4.07744,24.44,-21.6055,-29.7108,
1.28,-30.8482,-35.6454,13.863,15.1521,-0.690105,-10.4768,64.5419,56.3965,3.85381,8.70101,-8.37318,-6.41326,-46.7895,-31.5515,31.6354,27.7908,9.86811,-24.3378,-0.859245,34.9357,4.20922,24.6833,-21.8849,-30.0106,
1.285,-31.2922,-35.9044,13.5127,15.0327,-0.697832,-10.5393,64.9459,57.2784,4.05813,8.84216,-8.40488,-6.57089,-47.5922,-31.8786,31.243,27.6084,10.3458,-24.5844,-0.854558,35.504,4.36419,24.9109,-22.1541,-30.2966,
1.29,-31.736,-36.0129,13.3215,14.8609,-0.786512,-10.6071,65.1334,58.1453,4.23032,8.98973,-8.42935,-6.73007,-48.1768,-32.0893,31.0403,27.3684,10.6646,-24.8118,-0.861095,36.0328,4.54403,25.1185,-22.4389,-30.5431,
1.295,-32.2135,-35.9951,13.0885,14.6592,-0.858011,-10.6952,65.1559,58.9675,4.38073,9.15835,-8.4373,-6.88918,-48.5608,-32.1589,30.8366,27.0774,10.8672,-25.0302,-0.884848,36.4344,4.74726,25.3164,-22.726,-30.7309,
1.3,-32.7799,-35.9078,12.7036,14.4599,-0.889761,-10.8146,65.0775,59.741,4.52675,9.35836,-8.44448,-7.049,-48.6999,-32.0951,30.6012,26.7557,10.9312,-25.2542,-0.928492,36.6592,4.97271,25.5193,-23.011,-30.8575,
1.305,-33.2868,-35.807,12.4984,14.272,-1.00398,-10.9553,64.9999,60.4906,4.68701,9.57806,-8.44272,-7.20088,-48.4327,-31.9304,30.6386,26.4247,10.7382,-25.4975,-1.00797,36.7121,5.21897,25.7417,-23.3165,-30.9351,
1.31,-33.9052,-35.7301,11.9826,14.0887,-1.01496,-11.1053,64.9908,61.2493,4.89536,9.80379,-8.4249,-7.33906,-47.916,-31.7205,30.5039,26.0948,10.4207,-25.7622,-1.11183,36.6452,5.47718,25.9859,-23.6089,-30.9815,
1.315,-34.6952,-35.6874,11.1444,13.8936,-0.936754,-11.2556,65.0898,62.0347,5.16116,10.0262,-8.41796,-7.46291,-47.1647,-31.5462,30.2061,25.7665,9.97456,-26.0325,-1.24671,36.5316,5.74222,26.2367,-23.885,-31.0267,
1.32,-35.6226,-35.6755,10.1401,13.6795,-0.788641,-11.4003,65.3358,62.8483,5.47952,10.2404,-8.44511,-7.57985,-46.2147,-31.4828,29.8919,25.4394,9.41117,-26.2962,-1.4113,36.4407,6.00363,26.4833,-24.1662,-31.1055,
1.325,-36.4678,-35.6852,9.09699,13.4509,-0.641821,-11.5392,65.7233,63.6753,5.85483,10.4475,-8.49804,-7.69966,-44.8759,-31.5748,29.674,25.1047,8.7384,-26.5422,-1.61588,36.4176,6.26683,26.7154,-24.4305,-31.2358,
1.33,-37.3781,-35.7031,8.08093,13.2305,-0.391193,-11.6882,66.1956,64.4905,6.28881,10.6651,-8.58399,-7.83423,-43.6556,-31.8276,29.314,24.7326,8.1542,-26.7397,-1.82428,36.477,6.48623,26.9021,-24.6659,-31.4069,
1.335,-38.1422,-35.7066,7.18195,13.0457,-0.101242,-11.8691,66.7067,65.2851,6.76754,10.9164,-8.70735,-7.98193,-42.4501,-32.1913,29.0363,24.2984,7.66978,-26.8666,-2.01419,36.6099,6.63935,27.021,-24.8779,-31.5953,
1.34,-38.5612,-35.6747,6.76116,12.9067,0.132843,-12.0902,67.2356,66.0715,7.26916,11.2094,-8.85865,-8.1275,-41.2388,-32.5736,29.0862,23.7958,7.21346,-26.9248,-2.16952,36.8003,6.71038,27.0743,-25.091,-31.782,
1.345,-38.6373,-35.6021,6.73553,12.8015,0.321289,-12.3447,67.712,66.8967,7.77375,11.536,-9.02523,-8.25466,-40.1622,-32.8821,29.2853,23.2407,6.90721,-26.9368,-2.28152,37.0397,6.69757,27.085,-25.3022,-31.9551,
1.35,-38.2534,-35.4982,7.13408,12.7215,0.594872,-12.628,68.0475,67.8073,8.29529,11.8912,-9.14648,-8.3603,-39.3977,-33.0551,29.4356,22.651,6.92264,-26.9234,-2.34144,37.3197,6.60058,27.0734,-25.4566,-32.1051,
1.355,-37.6685,-35.3713,7.45352,12.6566,1.02826,-12.9376,68.1414,68.8212,8.81959,12.272,-9.21102,-8.45107,-39.1275,-33.0751,29.1615,22.0416,7.33067,-26.8927,-2.34416,37.6328,6.42446,27.0466,-25.5163,-32.2256,
1.36,-36.959,-35.218,7.86072,12.5874,1.45262,-13.2616,67.9462,69.924,9.29473,12.6666,-9.26503,-8.53134,-39.208,-32.9532,28.7643,21.4277,7.95561,-26.8546,-2.29063,37.969,6.18107,27.0134,-25.5286,-32.3188,
1.365,-35.9385,-35.0236,8.665,12.4921,1.85216,-13.5815,67.4787,71.0684,9.69978,13.0564,-9.31148,-8.6061,-39.4841,-32.7161,28.6235,20.8341,8.73682,-26.8274,-2.18794,38.3279,5.88956,26.9915,-25.5395,-32.3925,
1.37,-34.8928,-34.7675,9.57334,12.3564,2.20932,-13.8822,66.722,72.2016,10.0154,13.4266,-9.35822,-8.6809,-39.9806,-32.4013,28.5924,20.3077,9.63346,-26.8413,-2.05142,38.716,5.5785,27.0113,-25.552,-32.4623,
1.375,-33.9216,-34.4385,10.5139,12.1732,2.51673,-14.154,65.6914,73.2746,10.2362,13.767,-9.40111,-8.75484,-40.6576,-32.0527,28.6171,19.8803,10.5952,-26.9169,-1.90161,39.1284,5.28162,27.093,-25.5739,-32.5427,
1.38,-33.1311,-34.0689,11.292,11.9398,2.82672,-14.3802,64.4187,74.2186,10.375,14.0606,-9.42664,-8.83128,-41.5173,-31.72,28.5005,19.5413,11.6206,-27.042,-1.76043,39.5485,5.03295,27.2229,-25.5952,-32.6393,
1.385,-32.6054,-33.6926,11.7631,11.6715,3.16267,-14.5613,62.956,74.9676,10.4494,14.308,-9.43304,-8.90723,-42.5315,-31.4494,28.0911,19.2478,12.6917,-27.1806,-1.64592,39.9435,4.85939,27.3634,-25.6061,-32.7469,
1.39,-32.381,-33.3486,11.8892,11.4037,3.51505,-14.7123,61.382,75.479,10.4796,14.5241,-9.42781,-8.97822,-43.6166,-31.2801,27.4056,18.9732,13.7427,-27.3115,-1.56983,40.2709,4.77663,27.4919,-25.6138,-32.8639,
1.395,-32.4545,-33.0989,11.7099,11.1673,3.85387,-14.851,59.799,75.7399,10.488,14.7261,-9.42185,-9.04318,-44.6529,-31.2241,26.5628,18.704,14.6878,-27.4269,-1.53965,40.4776,4.79244,27.6005,-25.6348,-32.9935,
1.4,-32.788,-33.0017,11.2893,10.9884,4.14785,-14.999,58.3174,75.7691,10.4999,14.9348,-9.42283,-9.10932,-45.5378,-31.2572,25.6743,18.4164,15.4544,-27.5065,-1.55505,40.5373,4.90273,27.6689,-25.6908,-33.1253,
1.405,-33.2742,-33.0719,10.7437,10.8719,4.32724,-15.159,57.0256,75.6118,10.5369,15.1524,-9.43817,-9.17948,-46.202,-31.3279,24.8572,18.0971,15.9944,-27.536,-1.60771,40.4669,5.09219,27.6831,-25.7961,-33.2465,
1.41,-33.9859,-33.2797,10.0429,10.8037,4.59772,-15.3196,55.9825,75.3164,10.6156,15.3673,-9.47342,-9.25516,-46.6195,-31.368,24.1741,17.7534,16.3015,-27.5226,-1.68349,40.3131,5.33649,27.6513,-25.9566,-33.3585,
1.415,-34.8054,-33.5513,9.30625,10.756,4.92014,-15.4647,55.2084,74.935,10.7454,15.5626,-9.53209,-9.33222,-46.7825,-31.307,23.6914,17.4093,16.3836,-27.4987,-1.76797,40.1408,5.60762,27.6065,-26.1706,-33.4672,
1.42,-35.2398,-33.8121,8.93037,10.7071,4.71515,-15.5874,54.6949,74.514,10.9305,15.7315,-9.61507,-9.40985,-46.6953,-31.1176,23.439,17.0932,16.2698,-27.5016,-1.84946,40.0125,5.87943,27.5865,-26.4271,-33.5834,
1.425,-35.7629,-34.0186,8.5543,10.6481,4.78891,-15.6877,54.4079,74.0901,11.171,15.8735,-9.72106,-9.48943,-46.4069,-30.8416,23.4154,16.8074,16.0117,-27.5332,-1.91437,39.9677,6.12402,27.5933,-26.7074,-33.7149,
1.43,-36.1204,-34.1521,8.40353,10.5905,4.83956,-15.7834,54.3081,73.6936,11.4583,16.0064,-9.85117,-9.57308,-45.9274,-30.5486,23.6881,16.5472,15.6243,-27.5815,-1.9504,40.0257,6.31802,27.6147,-27.0055,-33.8671,
1.435,-36.3023,-34.2148,8.37138,10.5486,4.94746,-15.8948,54.4313,73.3488,11.7963,16.1507,-9.98807,-9.66634,-45.4472,-30.3031,23.8905,16.3113,15.2818,-27.6393,-1.95008,40.1886,6.45023,27.6436,-27.271,-34.0508,
1.44,-36.309,-34.2245,8.43193,10.5225,5.11099,-16.0267,54.7492,73.0872,12.1789,16.3117,-10.128,-9.76823,-45.0149,-30.146,23.9825,16.0917,15.022,-27.6963,-1.90281,40.4572,6.51846,27.6692,-27.4849,-34.2691,
1.445,-36.1735,-34.2059,8.54172,10.4947,5.32406,-16.1655,55.054,72.9456,12.5949,16.4761,-10.2727,-9.87376,-44.6636,-30.0884,23.9189,15.8785,14.8719,-27.7432,-1.8331,40.8074,6.52765,27.6824,-27.6431,-34.5177,
1.45,-35.9691,-34.1827,8.65503,10.4492,5.56819,-16.2937,55.3174,72.9482,13.0296,16.6266,-10.4301,-9.98186,-44.363,-30.1289,23.7699,15.6504,14.7962,-27.761,-1.75487,41.1881,6.48783,27.6643,-27.7585,-34.7863,
1.455,-35.6673,-34.1745,8.84489,10.3824,5.82305,-16.3988,55.5344,73.0896,13.4775,16.7502,-10.5918,-10.0951,-44.0742,-30.2433,23.5997,15.3932,14.7901,-27.7374,-1.67686,41.5429,6.41223,27.6031,-27.8498,-35.0633,
1.46,-35.3739,-34.2104,9.00368,10.2996,6.05455,-16.4739,55.7109,73.349,13.9351,16.8402,-10.7668,-10.2217,-43.7806,-30.3779,23.4733,15.1229,14.7968,-27.6913,-1.61839,41.8342,6.31949,27.5177,-27.9394,-35.3404,
1.465,-35.1417,-34.3131,9.03172,10.2175,6.31094,-16.526,55.8531,73.6998,14.4047,16.9034,-10.9402,-10.3633,-43.5131,-30.482,23.2403,14.8617,14.8512,-27.6486,-1.58775,42.0438,6.22771,27.4347,-28.0305,-35.607,
1.47,-34.9264,-34.492,9.09807,10.1509,6.50182,-16.5687,56.0378,74.1049,14.8766,16.9541,-11.1248,-10.5225,-43.145,-30.5231,23.2214,14.6267,14.8356,-27.6286,-1.58805,42.1688,6.15359,27.3738,-28.1827,-35.8491,
