time,trial,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
0.05124223602484472,0,-1.08868857,3.91746634,-2.45344759,0.22498818,0.90220612,-1.19663588,2.51642486,-25.68965173,-35.34459288,7.52284628,0.13129844,-6.73880936,13.95766778,0.0,1.55845175,-16.09280746,-38.02338108,6.79153247,0.1185346,-6.04312899,20.01755792,0.0,-14.38679969,-3.60663609,-2.52031577,42.20407062,-14.90507766,42.20407062,75.17396801,44.9961642,0.0,0.0,42.20407062,-14.90507766,42.20407062,75.17396801,44.9961642,0.0,0.0
0.05279503105590061,0,-1.11718852,3.92840839,-2.48984998,0.22503977,0.90217246,-1.19657099,2.56418529,-25.69317597,-35.27866899,7.50948472,0.13106523,-6.77593857,13.91013902,0.0,1.54945462,-16.07126795,-38.05307218,6.7383939,0.11760716,-6.05075665,20.06779301,0.0,-14.33746429,-3.63478963,-2.48396789,42.24524334,-14.90710353,42.24524334,75.16823621,44.99638795,0.0,0.0,42.24524334,-14.90710353,42.24524334,75.16823621,44.99638795,0.0,0.0
0.05434782608695651,0,-1.13433493,3.86340776,-2.48045992,0.22504358,0.90217875,-1.19659343,2.56059921,-25.60525558,-35.28482863,7.47153874,0.13040295,-6.79548822,13.89778568,0.0,1.59168461,-16.16210473,-38.0537043,6.80228735,0.11872231,-6.05873964,20.02108659,0.0,-14.3283251,-3.57199194,-2.5139975,42.45377806,-14.91761932,42.45377806,75.13798645,44.9974743,0.0,0.0,42.45377806,-14.91761932,42.45377806,75.13798645,44.9974743,0.0,0.0
0.05590062111801242,0,-1.14651473,3.8951147,-2.47641625,0.22502726,0.9021439,-1.19660547,2.59076533,-25.65564725,-35.29347707,7.50548385,0.13099541,-6.78043995,13.93856377,0.0,1.60565339,-16.12677056,-38.06254479,6.79900439,0.11866501,-6.02218001,20.06422902,0.0,-14.31523023,-3.625842,-2.52085304,42.61438247,-14.92546778,42.61438247,75.11669215,44.99815108,0.0,0.0,42.61438247,-14.92546778,42.61438247,75.11669215,44.99815108,0.0,0.0
0.05745341614906832,0,-1.16050901,3.9698485,-2.50498293,0.2250749,0.902111,-1.19653271,2.64919122,-25.76381267,-35.31533954,7.58361445,0.13235904,-6.72180878,14.01372772,0.0,1.58814948,-16.02069193,-38.0563831,6.72525313,0.11737781,-6.0937665,20.00293161,0.0,-14.28876802,-3.69877712,-2.46109213,42.721615,-14.93022935,42.721615,75.10578109,44.99840679,0.0,0.0,42.721615,-14.93022935,42.721615,75.10578109,44.99840679,0.0,0.0
0.059006211180124224,0,-1.20108495,4.05743351,-2.54694454,0.22510443,0.90199903,-1.19644314,2.81415451,-25.94399521,-35.41657258,7.82591659,0.13658801,-6.57843299,14.2304523,0.0,1.61096833,-15.92698428,-38.13181129,6.71004778,0.11711243,-6.10594631,20.04373367,0.0,-14.23446257,-3.74680707,-2.30357749,42.81283729,-14.93439717,42.81283729,75.09583263,44.99864722,0.0,0.0,42.81283729,-14.93439717,42.81283729,75.09583263,44.99864722,0.0,0.0
0.06055900621118012,0,-1.18971268,4.0060798,-2.52994759,0.22511731,0.90205895,-1.19647694,2.71915078,-25.82343375,-35.32930644,7.64679693,0.13346178,-6.67170046,14.07500479,0.0,1.59274836,-15.9680433,-38.05878322,6.67986223,0.11658559,-6.11701069,19.97453813,0.0,-14.25109899,-3.73891291,-2.40362852,42.83773319,-14.93554267,42.83773319,75.09297948,44.99873696,0.0,0.0,42.83773319,-14.93554267,42.83773319,75.09297948,44.99873696,0.0,0.0
0.06211180124223602,0,-1.26632003,4.22812072,-2.6484146,0.22515313,0.90183295,-1.19625489,2.99057608,-26.14758916,-35.23813998,7.92061877,0.13824088,-6.41432226,14.20070688,0.0,1.62755399,-15.73075063,-38.23737232,6.66034251,0.11624491,-6.1229295,20.11007811,0.0,-14.13292673,-3.9425235,-2.11563237,42.904571,-14.93849195,42.904571,75.08639101,44.99887506,0.0,0.0,42.904571,-14.93849195,42.904571,75.08639101,44.99887506,0.0,0.0
0.06366459627329192,0,-1.20223937,3.94019531,-2.51661816,0.22514808,0.9020726,-1.19650723,2.69381663,-25.72935253,-35.34207021,7.58364468,0.13235957,-6.71898339,14.06634654,0.0,1.62105462,-16.05876938,-38.06982449,6.72760157,0.1174188,-6.07972429,20.02607403,0.0,-14.25407765,-3.65449067,-2.39772033,43.10092347,-14.94641051,43.10092347,75.07113713,44.99917626,0.0,0.0,43.10092347,-14.94641051,43.10092347,75.07113713,44.99917626,0.0,0.0
0.06521739130434782,0,-1.20893598,3.75974035,-2.34884538,0.22517382,0.90210272,-1.19688009,2.53434393,-25.49646817,-35.50694546,7.42659556,0.12961854,-6.89429871,13.94781097,0.0,1.78383824,-16.35561056,-38.09461374,7.03553115,0.12279318,-5.87786854,20.31016796,0.0,-14.26467303,-3.52307773,-2.80039254,43.16543503,-14.94890424,43.16543503,75.0669122,44.99921079,0.0,0.0,43.16543503,-14.94890424,43.16543503,75.0669122,44.99921079,0.0,0.0
