time,synergy1,synergy2,synergy3,synergy4,synergy5,synergy6,
4.545,0.749014,1,0.902276,0.0834336,0.385866,0.125936,
4.55,0.762707,0.997256,0.804417,0.033415,0.450539,0.134937,
4.555,0.757543,0.987384,0.681283,2.35974e-07,0.52355,0.134767,
4.56,0.727116,0.966213,0.538218,8.01241e-23,0.603973,0.111427,
4.565,0.678422,0.927591,0.400129,1.03531e-31,0.686528,0.0929125,
4.57,0.616937,0.870386,0.276394,1.05564e-33,0.767429,0.078233,
4.575,0.548956,0.796821,0.171281,8.89495e-31,0.84245,0.0666466,
4.58,0.479286,0.711596,0.0857929,2.03636e-21,0.907365,0.0578765,
4.585,0.4132,0.62414,0.00252428,1.18381e-09,0.962034,0.0521177,
4.59,0.336194,0.521763,2.22642e-08,0.0180651,0.988148,0.0333737,
4.595,0.266308,0.42537,2.58022e-12,0.0357594,1,0.0180547,
4.6,0.20535,0.337726,5.85817e-14,0.0570449,0.998168,1.51793e-09,
4.605,0.155708,0.259678,7.93823e-13,0.0743478,0.983008,2.41407e-19,
4.61,0.115798,0.192241,3.80225e-09,0.0930658,0.957633,6.49993e-28,
4.615,0.0850475,0.13549,0.000208838,0.112348,0.923263,1.65408e-32,
4.62,0.0602014,0.0852518,0.0184181,0.130047,0.876777,1.32921e-29,
4.625,0.0400007,0.0411043,0.0538862,0.145562,0.81814,7.68474e-22,
4.63,0.0266346,1.89545e-34,0.0944305,0.159994,0.749009,3.88337e-13,
4.635,0.000179971,4.2039e-45,0.102089,0.174966,0.678868,0.00454766,
4.64,1.76607e-12,2.8026e-45,0.10644,0.183583,0.595886,0.0257609,
4.645,1.44441e-16,2.8026e-45,0.109976,0.196301,0.511975,0.043031,
4.65,3.29374e-16,2.8026e-45,0.111753,0.211534,0.430376,0.0631758,
4.655,1.51333e-10,2.8026e-45,0.110531,0.229644,0.353656,0.0864668,
4.66,0.0174751,2.8026e-45,0.0989483,0.248892,0.279292,0.114516,
