iteration,loss,learning rate,
933,1.56051e+08,0.02,
934,1.55962e+08,0.02,
935,1.55872e+08,0.02,
936,1.55783e+08,0.02,
937,1.55693e+08,0.02,
938,1.55604e+08,0.02,
939,1.55515e+08,0.02,
940,1.55425e+08,0.02,
941,1.55336e+08,0.02,
942,1.55247e+08,0.02,
943,1.55158e+08,0.02,
944,1.55069e+08,0.02,
945,1.5498e+08,0.02,
946,1.54891e+08,0.02,
947,1.54802e+08,0.02,
948,1.54713e+08,0.02,
949,1.54624e+08,0.02,
950,1.54536e+08,0.02,
951,1.54447e+08,0.02,
952,1.54358e+08,0.02,
953,1.5427e+08,0.02,
954,1.54181e+08,0.02,
955,1.54093e+08,0.02,
956,1.54004e+08,0.02,
957,1.53916e+08,0.02,
958,1.53827e+08,0.02,
959,1.53739e+08,0.02,
960,1.53651e+08,0.02,
961,1.53563e+08,0.02,
962,1.53474e+08,0.02,
963,1.53386e+08,0.02,
964,1.53298e+08,0.02,
965,1.5321e+08,0.02,
966,1.53122e+08,0.02,
967,1.53034e+08,0.02,
968,1.52947e+08,0.02,
969,1.52859e+08,0.02,
970,1.52771e+08,0.02,
971,1.52683e+08,0.02,
972,1.52596e+08,0.02,
973,1.52508e+08,0.02,
974,1.52421e+08,0.02,
975,1.52333e+08,0.02,
976,1.52245e+08,0.02,
977,1.52158e+08,0.02,
978,1.52071e+08,0.02,
979,1.51983e+08,0.02,
980,1.51896e+08,0.02,
981,1.51809e+08,0.02,
982,1.51722e+08,0.02,
983,1.51635e+08,0.02,
984,1.51548e+08,0.02,
985,1.5146e+08,0.02,
986,1.51374e+08,0.02,
987,1.51287e+08,0.02,
988,1.512e+08,0.02,
989,1.51113e+08,0.02,
990,1.51026e+08,0.02,
991,1.50939e+08,0.02,
992,1.50853e+08,0.02,
993,1.50766e+08,0.02,
994,1.50679e+08,0.02,
995,1.50593e+08,0.02,
996,1.50506e+08,0.02,
997,1.5042e+08,0.02,
998,1.50334e+08,0.02,
999,1.50247e+08,0.02,
1000,1.50161e+08,0.02,
