time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,ankle_angle_r,ankle_angle_r_id,
2.175,110.698,211.26,-62.8731,7.96973,9.73155,-5.08156,-63.7652,-56.6447,1.19158,10.2397,
2.18,102.476,186.507,-58.15,19.554,10.7618,-9.03229,-55.9464,-52.9367,-0.660148,9.50948,
2.185,87.1519,160.214,-50.9667,30.9284,10.8181,-12.8098,-50.6064,-49.0489,-2.47677,8.6644,
2.19,78.6594,133.189,-43.6657,41.4569,12.37,-16.1097,-48.3192,-45.1755,-4.28567,7.73369,
2.195,59.8014,106.256,-34.9429,50.4934,12.131,-18.6617,-44.8025,-41.5235,-5.83059,6.75509,
2.2,38.8701,80.3205,-25.747,57.6583,11.9048,-20.4855,-41.7235,-38.2963,-7.1165,5.77217,
2.205,16.7062,56.0645,-17.4489,62.2252,11.4762,-21.2957,-39.2208,-35.6521,-9.33007,4.8327,
2.21,-5.69235,34.1188,-5.95394,63.7403,10.9789,-21.0191,-34.4502,-33.7081,-11.5211,3.98413,
2.215,-27.1839,15.0022,-0.518642,61.9437,10.5667,-19.6896,-33.334,-32.5231,-13.5371,3.26986,
2.22,-49.2802,-0.909844,5.74361,56.76,10.1072,-17.3912,-30.6349,-32.0906,-15.4826,2.72587,
2.225,-63.1569,-13.3798,12.8273,48.3453,9.38693,-14.2653,-26.8382,-32.3408,-17.3277,2.37747,
2.23,-83.7441,-22.3227,16.2219,37.0675,9.39689,-10.4661,-22.4205,-33.1473,-19.3882,2.23719,
2.235,-100.38,-27.7964,20.7711,23.5121,8.84333,-6.16778,-16.7491,-34.3382,-21.4376,2.30324,
2.24,-115.652,-30.0016,22.0941,8.4451,8.99198,-1.55829,-9.94119,-35.7071,-23.7193,2.55909,
2.245,-127.96,-29.2838,21.8553,-7.24343,9.7083,3.1643,-1.97889,-37.0227,-26.1423,2.97409,
2.25,-137.303,-26.1349,19.9958,-22.6105,10.1825,7.79091,6.00211,-38.0354,-28.6178,3.50513,
2.255,-139.964,-21.1923,16.0705,-36.7347,11.0187,12.0985,12.2919,-38.4826,-31.0338,4.09933,
2.26,-144.648,-15.2328,12.1945,-48.7847,12.1801,15.8482,22.0728,-38.0921,-33.3591,4.69769,
2.265,-147.079,-9.15926,8.03265,-58.0718,13.5306,18.7889,31.2908,-36.5871,-35.707,5.23935,
2.27,-149.203,-3.97676,4.5623,-64.0855,15.01,20.6718,39.2807,-33.693,-38.0737,5.66645,
2.275,-137.742,-0.758877,-3.14968,-66.5148,14.5036,21.2827,55.5842,-29.1474,-40.3792,5.92915,
2.28,-140.358,-0.605476,-5.13398,-65.2772,16.4814,20.5051,62.6563,-22.716,-42.558,5.99041,
2.285,-137.623,-4.55252,-7.84016,-60.4782,15.8616,18.3259,72.7467,-14.2129,-44.5291,5.82916,
2.29,-136.205,-13.503,-10.1531,-52.4553,18.342,14.9196,82.3478,-3.52585,-46.131,5.44284,
2.295,-136.705,-28.0082,-11.0481,-41.4568,16.8142,10.3982,91.8981,9.34687,-47.1116,4.84419,
2.3,-138.489,-48.4218,-11.3492,-28.299,18.3496,5.38074,101.087,24.2834,-47.4487,4.06597,
2.305,-143.875,-74.6323,-12.1451,-13.9246,17.8004,0.546609,110.162,41.0036,-47.1038,3.15248,
2.31,-144.788,-105.918,-6.88221,0.956198,17.3038,-3.66251,118.556,59.0539,-45.9586,2.15187,
2.315,-151.199,-141.388,-6.515,14.9533,17.2679,-6.42084,126.4,77.866,-43.9269,1.1142,
2.32,-157.982,-179.538,-2.52616,27.8185,16.6732,-7.80483,133.987,96.7451,-41.2641,0.0770044,
2.325,-163.38,-218.758,-0.275633,38.402,16.4123,-7.43407,142.597,114.986,-38.2239,-0.923868,
2.33,-170.982,-257.034,3.80359,46.9818,15.6817,-5.86136,151.23,131.883,-35.1903,-1.86824,
2.335,-178.038,-292.758,7.65905,53.3681,15.0501,-3.35289,155.968,146.857,-32.6676,-2.74093,
2.34,-185.465,-324.361,11.8607,58.2799,14.3402,-0.579265,160.165,159.471,-30.8731,-3.53449,
2.345,-193,-350.542,16.4548,62.2818,13.3528,1.98949,168.726,169.415,-29.8207,-4.2374,
2.35,-198.802,-370.34,20.7414,65.8139,12.4698,4.05416,174.771,176.514,-29.4833,-4.83422,
2.355,-203.079,-383.05,24.7007,69.6574,11.8054,5.31051,178.262,180.726,-29.7283,-5.30833,
2.36,-205.404,-388.489,28.0518,73.4839,11.2308,5.92288,178.586,182.155,-30.4568,-5.63576,
2.365,-204.591,-386.715,30.4412,77.3517,10.865,5.93903,176.658,180.945,-31.6696,-5.79488,
2.37,-201.458,-378.164,31.0318,80.7868,10.6365,5.56385,171.992,177.274,-33.4503,-5.76602,
2.375,-188.894,-363.565,33.0903,83.081,10.4613,5.02411,164.636,171.359,-35.9276,-5.53633,
2.38,-206.814,-343.782,32.1198,83.7266,9.38983,4.45606,154.824,163.455,-39.2311,-5.10387,
2.385,-178.126,-319.769,29.7238,82.3335,10.0898,3.94811,142.569,153.837,-43.5509,-4.47895,
2.39,-166.42,-292.518,26.4252,78.6526,9.64598,3.55354,129.817,142.804,-48.9882,-3.68469,
2.395,-154.416,-281.368,20.9229,58.8494,9.55401,7.10331,123.606,131.258,-55.6261,-10.6007,
2.4,-146.823,-282.062,15.2605,46.4281,8.13228,9.48912,76.8058,127.541,-63.2605,-20.3406,
2.405,-130.41,-289.57,11.8142,31.7057,7.93995,12.5916,72.8639,124.482,-71.8526,-32.7235,
2.41,-118.471,-302.406,6.37763,15.8383,6.86162,16.1394,52.166,121.255,-82.1891,-47.7934,
2.415,-107.92,-317.615,1.24931,0.668034,5.55611,19.6104,29.2003,116.871,-93.6646,-65.2986,
2.42,-97.8284,-331.072,-3.66359,-11.8982,4.05315,22.3059,5.34213,110.206,-105.511,-84.8015,
2.425,-87.9339,-336.97,-8.37677,-21.363,2.40262,23.6908,-18.2172,99.4178,-116.755,-105.777,
2.43,-77.9452,-329.279,-12.8395,-28.5482,0.626346,23.63,-42.0328,82.6485,-127.476,-127.565,
2.435,-67.8558,-306.673,-16.952,-34.3459,-1.29227,22.4069,-65.3762,60.4012,-137.342,-149.527,
2.44,-58.453,-273.411,-20.5604,-39.5468,-3.30257,20.6631,-85.6338,35.5126,-145.847,-171.025,
2.445,-49.9627,-235.946,-23.6261,-44.798,-5.33007,19.0904,-101.616,11.2554,-152.627,-191.365,
2.45,-41.643,-199.604,-26.0946,-50.5033,-7.34947,18.1606,-112.893,-10.0845,-157.621,-209.854,
2.455,-33.9654,-167.292,-27.6517,-56.9368,-9.36062,18.0641,-118.074,-27.5542,-160.988,-225.878,
2.46,-26.9596,-140.269,-28.8687,-64.0173,-10.7285,18.7395,-116.224,-40.9067,-162.907,-238.951,
2.465,-21.1152,-119.174,-28.5173,-71.2273,-12.4921,19.9465,-107.604,-50.0059,-163.159,-248.72,
2.47,-17.0058,-103.973,-28.4988,-77.9542,-13.5096,21.3725,-93.146,-54.9091,-161.244,-254.948,
2.475,-13.7964,-93.7106,-26.575,-83.8377,-15.2991,22.7379,-75.5298,-56.0627,-157.428,-257.484,
2.48,-12.4924,-86.9884,-29.4237,-88.7533,-13.4805,23.8467,-57.0277,-54.0943,-151.379,-256.248,
2.485,-9.91718,-82.4889,-27.3849,-92.7367,-14.3915,24.5983,-39.9699,-49.5943,-142.906,-251.234,
2.49,-8.30665,-79.0737,-22.6154,-95.9701,-14.8775,24.9771,-23.5237,-43.1196,-131.717,-242.523,
2.495,-7.47726,-75.7545,-19.1511,-98.7079,-14.6922,25.0236,-8.24629,-35.2501,-118.214,-230.288,
2.5,-7.27427,-71.7486,-15.0822,-101.137,-14.5419,24.7926,4.53732,-26.5787,-103.468,-214.815,
2.505,-7.08932,-66.5977,-11.8187,-103.277,-13.8297,24.3243,15.6434,-17.6565,-88.1311,-196.505,
2.51,-5.93196,-60.239,-7.17845,-104.99,-12.6616,23.635,24.6146,-8.94736,-71.9463,-175.884,
2.515,-5.14687,-53.0339,-3.33712,-106.031,-11.8007,22.7214,31.2493,-0.780266,-56.5223,-153.605,
2.52,-3.83651,-45.8033,1.86232,-106.119,-11.0344,21.5738,35.9156,6.72463,-41.6842,-130.45,
2.525,-5.4709,-39.7092,-0.0966356,-104.94,-12.0423,20.1821,37.734,13.6585,-27.38,-107.305,
2.53,-2.70793,-35.8604,7.27915,-102.045,-10.3215,18.5264,37.9361,20.1677,-14.7669,-85.1013,
2.535,-0.206467,-34.9694,12.4998,-96.7903,-8.79567,16.5704,38.0376,26.301,-6.69239,-64.7302,
2.54,2.74303,-37.262,16.1744,-88.4543,-7.92691,14.2795,38.0246,31.9884,-0.45842,-46.9234,
