time,hip_flexion_r,hip_flexion_r_id,hip_adduction_r,hip_adduction_r_id,hip_rotation_r,hip_rotation_r_id,knee_angle_r,knee_angle_r_id,ankle_angle_r,ankle_angle_r_id,hip_flexion_l,hip_flexion_l_id,hip_adduction_l,hip_adduction_l_id,hip_rotation_l,hip_rotation_l_id,knee_angle_l,knee_angle_l_id,ankle_angle_l,ankle_angle_l_id,
0.34,-10.3474,2.2348,-52.2127,-59.1334,1.73486,6.95296,-25.8495,-42.5432,-17.4824,-17.2009,5.65585,14.8948,0.12039,-20.0439,-0.182024,1.31792,-4.65395,-12.6693,7.272,3.17626,
0.345,-8.71367,3.42113,-52.0768,-58.5354,1.50003,6.55902,-26.0286,-39.9072,-21.2718,-19.9953,2.85219,18.6396,-0.916532,-18.6473,-0.0322111,0.313099,-3.68553,-14.0347,6.64586,3.12656,
0.35,-7.37792,4.22789,-51.4755,-57.9794,1.79358,6.21188,-26.0293,-37.1625,-24.7712,-22.687,7.56551,21.8422,0.864833,-16.7522,-0.428468,-0.822388,-2.81185,-14.9355,5.99233,3.04227,
0.355,-6.4593,4.77124,-51.561,-57.5564,1.02797,5.90688,-25.6883,-34.3745,-27.0936,-25.2762,6.66205,24.3392,1.56006,-14.53,-0.500326,-2.01013,-2.64369,-15.3565,5.39191,2.92393,
0.36,-3.6626,5.16642,-50.4166,-57.2259,1.59577,5.62417,-25.1474,-31.609,-28.4492,-27.7496,7.66921,26.0379,0.167833,-12.1453,-0.791161,-3.1783,-0.817651,-15.3119,4.74346,2.77452,
0.365,-2.22501,5.49714,-50.6969,-56.8326,1.22976,5.33766,-24.4263,-28.9104,-29.2682,-30.0989,6.7639,26.9104,0.365872,-9.74603,-0.659545,-4.26492,-0.638497,-14.8402,4.36303,2.59903,
0.37,0.781066,5.82017,-49.6932,-56.1738,1.54463,5.02254,-23.5758,-26.3112,-30.1858,-32.3133,6.42605,26.9832,0.10695,-7.45742,-0.751294,-5.21974,0.0760831,-13.998,3.81226,2.40388,
0.375,2.96629,6.16915,-49.6338,-55.1068,1.50749,4.66689,-22.6816,-23.841,-31.1537,-34.3834,6.20972,26.3256,0.131769,-5.3779,-0.76402,-6.00514,0.843699,-12.8535,3.12658,2.19637,
0.38,5.76837,6.54426,-48.8449,-53.5911,1.42424,4.27256,-21.7857,-21.5102,-32.2978,-36.3216,6.10951,25.0361,0.840481,-3.57927,-0.785135,-6.59548,1.66678,-11.4801,2.41099,1.98404,
0.385,8.56259,6.88571,-48.0287,-51.695,1.34338,3.85007,-20.8566,-19.2919,-33.9609,-38.1588,5.80282,23.2324,1.27946,-2.1064,-0.764511,-6.97738,2.431,-9.95158,1.76064,1.7742,
0.39,11.5964,7.1144,-47.0967,-49.5632,1.56188,3.41528,-19.8427,-17.1539,-36.1195,-39.9115,5.18901,21.0409,1.4257,-0.979603,-0.760886,-7.14877,2.93029,-8.33752,1.19552,1.57349,
0.395,14.8512,7.16075,-45.2702,-47.3759,1.52531,2.98292,-18.7001,-15.0727,-38.2006,-41.58,4.5267,18.5872,1.50426,-0.198577,-0.716673,-7.11708,3.88829,-6.70035,0.730451,1.38756,
