name,body,location
femur_l_center,femur_l,[0. 0. 0.]
patella_l_in_femur_l,femur_l,[ 0.04363238677200714 -0.4128031117130943   0.00217404444689124]
knee_l_center_in_femur_l,femur_l,[ 0.00001234518747628 -0.39145036760707824  0.00147346893015525]
gr_troch_as_l,femur_l,[ 0.00602022523203322 -0.01386026292775    -0.05358296753312875]
gr_troch_lat_l,femur_l,[-0.01072026073766586 -0.02217963391040206 -0.06814745247365113]
femur_l_midshaft_anter,femur_l,[ 0.02487871454588492 -0.1998705783809755  -0.01216909459814606]
femur_l_midshaft_poster,femur_l,[ 0.00376594710807526 -0.19597862985119732 -0.01584772346966423]
ls_troch_l,femur_l,[-0.02342161088867243 -0.04954088085646765 -0.00824012821206558]
femur_l_poster_diaph_25,femur_l,[-0.01124905974372871 -0.09432752877239477 -0.03466818327400498]
femur_l_poster_diaph_75,femur_l,[ 0.00598841112382956 -0.29601341793235453 -0.00807218307060471]
femur_l_anter_diaph_25,femur_l,[ 0.01394548304913196 -0.10010086592673312 -0.02705636741085842]
gr_troch_ps_l,femur_l,[-0.02155189237122314  0.00322383461824666 -0.04790683478507499]
femur_l_anter_diaph_75,femur_l,[ 0.02890075568387592 -0.30069712472561494 -0.00441872504257618]
knee_r_med,femur_r,[ 0.00000000000000006 -0.3891606155948025  -0.04295773374795354]
knee_r_lat,femur_r,[ 0.00000000000000005 -0.4007285241174814   0.04295773374795356]
femur_r_center,femur_r,[0. 0. 0.]
patella_r_in_femur_r,femur_r,[ 0.04543757553456587 -0.41757370067727007 -0.002547464627669  ]
knee_r_center_in_femur_r,femur_r,[ 0.00001492276307946 -0.3947402866333379  -0.00146909028794744]
gr_troch_as_r,femur_r,[ 0.00588708566074854 -0.01916289711573953  0.05260440367858604]
gr_troch_lat_r,femur_r,[-0.01161533725681327 -0.02942448506894388  0.06822513410323602]
femur_r_midshaft_anter,femur_r,[ 0.02495377300389908 -0.20291233032389627  0.0116746386886267 ]
femur_r_midshaft_poster,femur_r,[ 0.00438929095913924 -0.19920597816853217  0.01565061671272136]
ls_troch_r,femur_r,[-0.02407767937604159 -0.05091507289590422  0.00849681434471854]
femur_r_poster_diaph_25,femur_r,[-0.01337277079170112 -0.09815641622237586  0.03572117376665874]
femur_r_poster_diaph_75,femur_r,[ 0.00550621756103757 -0.30077678363802146  0.00604421803430773]
femur_r_anter_diaph_25,femur_r,[ 0.01175156935945755 -0.1026999402066267   0.02217000351683438]
gr_troch_ps_r,femur_r,[-0.02235686645568458 -0.00160255699102981  0.04856020763564341]
femur_r_anter_diaph_75,femur_r,[ 0.02913358873092708 -0.30558583670309886  0.00159185218588376]
patella_l,patella_l,[0. 0. 0.]
patella_sup_l,patella_l,[-0.00023174541623018  0.04238257828076109  0.00638252933645553]
patella_lat_l,patella_l,[ 0.00110650359749671  0.02854932492926497 -0.02012702050364759]
patella_med_l,patella_l,[0.00109830556159092 0.02857391640455233 0.03081119756173664]
patella_l_anter,patella_l,[0.01332807323054001 0.02481108533501299 0.00613076514482865]
patella_r,patella_r,[0. 0. 0.]
patella_sup_r,patella_r,[ 0.0023853414908224   0.04178132508150947 -0.0074591174750083 ]
patella_lat_r,patella_r,[0.00249238027660048 0.02772470670326493 0.01865117938653884]
patella_med_r,patella_r,[ 0.00244069921043742  0.02787985930229058 -0.03094369433412292]
patella_r_anter,patella_r,[ 0.01173180900972211  0.02211683844897459 -0.00797405435331984]
tibia_l_med,tibia_l,[-0.00044578065055129 -0.03175114164666232  0.03942600090406909]
tibia_l_lat,tibia_l,[-0.00046461573681059 -0.02913580084179503 -0.03892010570911134]
ankle_l_med,tibia_l,[ 0.00942518798865151 -0.36451904072616076  0.03506853924510698]
ankle_l_lat,tibia_l,[-0.00658961049439804 -0.3644368948560766  -0.04145035676229776]
knee_l_center,tibia_l,[0. 0. 0.]
tibia_l_center,tibia_l,[ 0.                  -0.03048605665830536  0.                 ]
ankle_l_center,tibia_l,[ 0.00152031218458873 -0.36443724627299245 -0.00342485005576024]
talus_l_center_in_tibia,tibia_l,[-0.00022760448689622 -0.3777157736077466   0.00007587918054354]
tibia_l_midshaft_anter,tibia_l,[ 0.02687415686084504 -0.1837060714141963  -0.00291043091789799]
tibia_l_midshaft_poster,tibia_l,[ 0.00191644163843278 -0.17929157360966821  0.00256029649354149]
fibula_l_midshaft_anter,tibia_l,[-0.00928171501638546 -0.17725424483766658 -0.02899398690930694]
fibula_l_as,tibia_l,[-0.00134518295724949 -0.05449413122031765 -0.01764600056442055]
tibia_l_epiph_yellow_posteriormost,tibia_l,[-0.0257637303575726  -0.02870487218513267 -0.00295466003394285]
tibia_l_epiph_yellow_anterior_plate,tibia_l,[ 0.02026860391065471 -0.02629331366892728  0.00215949709612125]
tibia_l_epiph_yellow_patel_tend_point,tibia_l,[ 0.03152311473789057 -0.05928588698378158  0.00804189465208972]
tibia_l_epiph_green_medial_lower_epiph,tibia_l,[ 0.00087376423263184 -0.05255460670840205  0.02246766602701875]
tibia_l_ankle_yellow_anter,tibia_l,[ 0.02053760160291949 -0.3588267286304428   0.00634485307715268]
fibula_l_lat_malleol_tip,tibia_l,[-0.00911351026319417 -0.3799884165331859  -0.02563483475230063]
tibia_l_med_malleol_tip,tibia_l,[ 0.01199083979816079 -0.3766725760003065   0.02296379064664572]
tibia_l_anter_diaph_25,tibia_l,[ 0.02972441913686208 -0.09241418425658735 -0.00178327953656917]
tibia_l_anter_diaph_75,tibia_l,[ 0.02013878960132075 -0.2871823628914365   0.00071588302290935]
fibula_l_anter_diaph_75,tibia_l,[-0.00708856080758212 -0.2805751125010362  -0.02097960795889546]
tibia_r_med,tibia_r,[-0.00046820676103024 -0.03195738906232139 -0.03957812461036379]
tibia_r_lat,tibia_r,[-0.00045132619801662 -0.03105546614347236  0.03951873979866597]
ankle_r_med,tibia_r,[ 0.01261802675495194 -0.36593174959970143 -0.03425793502032447]
ankle_r_lat,tibia_r,[-0.00974362940337462 -0.36562469064639835  0.04078961437147714]
knee_r_center,tibia_r,[0. 0. 0.]
tibia_r_center,tibia_r,[ 0.                 -0.0314325180461419  0.                ]
ankle_r_center,tibia_r,[ 0.0016417855377431  -0.36569740203362916  0.00340651207902326]
talus_r_center_in_tibia,tibia_r,[-0.00022989598561484 -0.3782747519206672   0.00007664324860901]
tibia_r_midshaft_anter,tibia_r,[ 0.02657403036793949 -0.19087969171168126  0.004866277032356  ]
tibia_r_midshaft_poster,tibia_r,[ 0.00100256683399592 -0.18805821625274463 -0.00030312360570885]
fibula_r_midshaft_anter,tibia_r,[-0.01148152788440522 -0.18715363187453538  0.02933274670969654]
fibula_r_as,tibia_r,[-0.0017000799619249  -0.05746573345825502  0.0172202891363529 ]
tibia_r_epiph_yellow_posteriormost,tibia_r,[-0.0259169325198713  -0.03110812164239732  0.00373563187767605]
tibia_r_epiph_yellow_anterior_plate,tibia_r,[ 0.02038659220597062 -0.02610415695743188 -0.0027467717182788 ]
tibia_r_epiph_yellow_patel_tend_point,tibia_r,[ 0.03127197442517396 -0.05939837153147946 -0.00860294890860982]
tibia_r_epiph_green_medial_lower_epiph,tibia_r,[ 0.00063868272540548 -0.05340285981574883 -0.02257041097883747]
tibia_r_ankle_yellow_anter,tibia_r,[ 0.02215837407582256 -0.35944842402993854 -0.00387083251353344]
fibula_r_lat_malleol_tip,tibia_r,[-0.01156957106876062 -0.38062624091324754  0.02536167752448371]
tibia_r_med_malleol_tip,tibia_r,[ 0.01431068467865952 -0.37687883008142    -0.02251140947374191]
tibia_r_anter_diaph_25,tibia_r,[ 0.0294095739322884  -0.09448668735899068  0.00232328862837318]
tibia_r_anter_diaph_75,tibia_r,[ 0.02144962885779435 -0.2932354665342929   0.00082991596590519]
fibula_r_anter_diaph_75,tibia_r,[-0.00922814844411952 -0.2895239383329365   0.02251549530856441]
